"Title: Total Medicaid MCO Enrollment | KFF"
"Timeframe: 2003"
"Location","Comprehensive Risk-Based Managed Care Enrollees","Percent of State Medicaid Enrollment",Footnotes
"United States","16443578","N/A","1"
"Alabama","N/A","N/A"
"Alaska","N/A","N/A"
"Arizona","808506","N/A"
"Arkansas","N/A","N/A"
"California","3207627","N/A"
"Colorado","70150","N/A"
"Connecticut","294331","N/A"
"Delaware","86709","N/A"
"District of Columbia","85370","N/A"
"Florida","666901","N/A"
"Georgia","N/A","N/A"
"Hawaii","139807","N/A"
"Idaho","N/A","N/A"
"Illinois","137682","N/A"
"Indiana","246488","N/A"
"Iowa","64365","N/A"
"Kansas","60891","N/A"
"Kentucky","128679","N/A"
"Louisiana","N/A","N/A"
"Maine","N/A","N/A"
"Maryland","466542","N/A"
"Massachusetts","268716","N/A"
"Michigan","825597","N/A"
"Minnesota","362349","N/A"
"Mississippi","N/A","N/A"
"Missouri","425161","N/A"
"Montana","N/A","N/A"
"Nebraska","30712","N/A"
"Nevada","74923","N/A"
"New Hampshire","13407","N/A"
"New Jersey","525864","N/A"
"New Mexico","261015","N/A"
"New York","1844071","N/A"
"North Carolina","11314","N/A"
"North Dakota","821","N/A"
"Ohio","435688","N/A"
"Oklahoma","181451","N/A"
"Oregon","220802","N/A"
"Pennsylvania","1051157","N/A"
"Rhode Island","119257","N/A"
"South Carolina","53793","N/A"
"South Dakota","N/A","N/A"
"Tennessee","1429694","N/A"
"Texas","720985","N/A"
"Utah","N/A","N/A"
"Vermont","N/A","N/A"
"Virginia","262961","N/A"
"Washington","470955","N/A"
"West Virginia","47783","N/A"
"Wisconsin","341054","N/A"
"Wyoming","N/A","N/A"
"Puerto Rico","857310","N/A"

"Notes"
"Data are as of July 1, 2021."
""
"Medicaid Enrollment in Comprehensive Managed Care represents an unduplicated count of Medicaid enrollees enrolled in a managed care plan that provides comprehensive benefits (acute, primary care, specialty, and any other). Enrollment data includes dual eligible enrollees. Errors/corrections identified in CMS enrollment reports (for prior year data) have been incorporated here."
""
"Enrollees who are enrolled in PACE programs are excluded. Additionally, enrollment in Idaho's duals plans and Vermont's public managed care model are also excluded."
""
"For more table and state specific notes, please see Table 2 in CMS' [Medicaid Managed Care Enrollment Reports](https://www.medicaid.gov/medicaid/managed-care/enrollment/index.html)."

"Sources"
"Medicaid Managed Care Enrollment Report, Centers for Medicare and Medicaid Services, U.S. Department of Health and Human Services. Special Data Request."

"Definitions"
"*Comprehensive Managed Care Organizations (MCOs)*: MCOs provide all acute and primary  medical services; some also cover behavioral health and long term care. Entities that qualify as MCOs include Health Maintenance Organizations (HMOs) and Health Insuring Organizations (HIOs in  California)."
""
"*N/A*: Not applicable. The state had no contracts with comprehensive MCOs."


Footnotes
"1. United States total excludes data from Puerto Rico."
