"Title: Total Medicaid MCO Enrollment | KFF"
"Timeframe: 2009"
"Location","Comprehensive Risk-Based Managed Care Enrollees","Percent of State Medicaid Enrollment",Footnotes
"United States","22965881","N/A","1"
"Alabama","N/A","N/A"
"Alaska","N/A","N/A"
"Arizona","1096365","N/A"
"Arkansas","N/A","N/A"
"California","3606042","N/A"
"Colorado","44247","N/A"
"Connecticut","342616","N/A"
"Delaware","117602","N/A"
"District of Columbia","96639","N/A"
"Florida","934234","N/A"
"Georgia","838344","N/A"
"Hawaii","228157","N/A"
"Idaho","N/A","N/A"
"Illinois","177900","N/A"
"Indiana","646978","N/A"
"Iowa","N/A","N/A"
"Kansas","141000","N/A"
"Kentucky","159005","N/A"
"Louisiana","N/A","N/A"
"Maine","N/A","N/A"
"Maryland","589540","N/A"
"Massachusetts","436174","N/A"
"Michigan","1088815","N/A"
"Minnesota","426009","N/A"
"Mississippi","N/A","N/A"
"Missouri","401314","N/A"
"Montana","N/A","N/A"
"Nebraska","36119","N/A"
"Nevada","106302","N/A"
"New Hampshire","N/A","N/A"
"New Jersey","725614","N/A"
"New Mexico","344977","N/A"
"New York","2876600","N/A"
"North Carolina","N/A","N/A"
"North Dakota","N/A","N/A"
"Ohio","1373828","N/A"
"Oklahoma","N/A","N/A"
"Oregon","338547","N/A"
"Pennsylvania","965188","N/A"
"Rhode Island","120243","N/A"
"South Carolina","341782","N/A"
"South Dakota","N/A","N/A"
"Tennessee","1159089","N/A"
"Texas","1428102","N/A"
"Utah","N/A","N/A"
"Vermont","N/A","N/A"
"Virginia","466672","N/A"
"Washington","581587","N/A"
"West Virginia","149694","N/A"
"Wisconsin","580556","N/A"
"Wyoming","N/A","N/A"
"Puerto Rico","959059","N/A"

"Notes"
"Data are as of July 1, 2021."
""
"Medicaid Enrollment in Comprehensive Managed Care represents an unduplicated count of Medicaid enrollees enrolled in a managed care plan that provides comprehensive benefits (acute, primary care, specialty, and any other). Enrollment data includes dual eligible enrollees. Errors/corrections identified in CMS enrollment reports (for prior year data) have been incorporated here."
""
"Enrollees who are enrolled in PACE programs are excluded. Additionally, enrollment in Idaho's duals plans and Vermont's public managed care model are also excluded."
""
"For more table and state specific notes, please see Table 2 in CMS' [Medicaid Managed Care Enrollment Reports](https://www.medicaid.gov/medicaid/managed-care/enrollment/index.html)."

"Sources"
"Medicaid Managed Care Enrollment Report, Centers for Medicare and Medicaid Services, U.S. Department of Health and Human Services. Special Data Request."

"Definitions"
"*Comprehensive Managed Care Organizations (MCOs)*: MCOs provide all acute and primary  medical services; some also cover behavioral health and long term care. Entities that qualify as MCOs include Health Maintenance Organizations (HMOs) and Health Insuring Organizations (HIOs in  California)."
""
"*N/A*: Not applicable. The state had no contracts with comprehensive MCOs."


Footnotes
"1. United States total excludes data from Puerto Rico."
