stname,year,pop_with_pccm_only,pop_with_mandhmo,pop_with_mixedmand,pct_with_mandate,pct_with_mandhmo,pct_with_pccm_only,pct_with_mixedmand,pct_with_crb_mandate
wisconsin,2007,0,4454983,0,0.7940049280179654,0.7940049280179654,0,0,0.7940049280179654
wisconsin,2008,0,4481636,0,0.7944760109739486,0.7944760109739486,0,0,0.7944760109739486
wisconsin,2009,0,4510388,0,0.7955861642710588,0.7955861642710588,0,0,0.7955861642710588
wisconsin,2010,0,4531804,0,0.7963841331347559,0.7963841331347559,0,0,0.7963841331347559
wisconsin,2011,0,4548156,0,0.7971825436332048,0.7971825436332048,0,0,0.7971825436332048
wisconsin,2012,0,4564482,0,0.7979919439996084,0.7979919439996084,0,0,0.7979919439996084
wisconsin,2013,0,4581061,0,0.7985458327130639,0.7985458327130639,0,0,0.7985458327130639
wisconsin,2014,0,4595187,0,0.7989510608056124,0.7989510608056124,0,0,0.7989510608056124
wisconsin,2015,0,4606207,0,0.7995582318163356,0.7995582318163356,0,0,0.7995582318163356
wisconsin,2016,0,4617693,0,0.7999290790953445,0.7999290790953445,0,0,0.7999290790953445
wisconsin,2017,0,4631339,0,0.7998601426620837,0.7998601426620837,0,0,0.7998601426620837
wisconsin,2018,0,5807406,0,1,1,0,0,1
wisconsin,2019,0,5822434,0,1,1,0,0,1
wisconsin,2020,0,5802828,0,1,1,0,0,1
wisconsin,2021,0,5784980,0,1,1,0,0,1
wisconsin,2022,0,5794576,0,1,1,0,0,1
wyoming,1991,0,0,0,0,0,0,0,0
wyoming,1992,0,0,0,0,0,0,0,0
wyoming,1993,0,0,0,0,0,0,0,0
wyoming,1994,0,0,0,0,0,0,0,0
wyoming,1995,0,0,0,0,0,0,0,0
wyoming,1996,0,0,0,0,0,0,0,0
wyoming,1997,0,0,0,0,0,0,0,0
wyoming,1998,0,0,0,0,0,0,0,0
wyoming,1999,0,0,0,0,0,0,0,0
wyoming,2000,0,0,0,0,0,0,0,0
wyoming,2001,0,0,0,0,0,0,0,0
wyoming,2002,0,0,0,0,0,0,0,0
wyoming,2003,0,0,0,0,0,0,0,0
wyoming,2004,0,0,0,0,0,0,0,0
wyoming,2005,0,0,0,0,0,0,0,0
wyoming,2006,0,0,0,0,0,0,0,0
wyoming,2007,0,0,0,0,0,0,0,0
wyoming,2008,0,0,0,0,0,0,0,0
wyoming,2009,0,0,0,0,0,0,0,0
wyoming,2010,0,0,0,0,0,0,0,0
wyoming,2011,0,0,0,0,0,0,0,0
wyoming,2012,0,0,0,0,0,0,0,0
wyoming,2013,0,0,0,0,0,0,0,0
wyoming,2014,0,0,0,0,0,0,0,0
wyoming,2015,0,0,0,0,0,0,0,0
wyoming,2016,0,0,0,0,0,0,0,0
wyoming,2017,0,0,0,0,0,0,0,0
wyoming,2018,0,0,0,0,0,0,0,0
wyoming,2019,0,0,0,0,0,0,0,0
wyoming,2020,0,0,0,0,0,0,0,0
wyoming,2021,0,0,0,0,0,0,0,0
wyoming,2022,0,0,0,0,0,0,0,0
