STATE,num_bene_id_any_EL_DAYS,num_bene_id_CMCP,num_bene_id_DMCP,num_bene_id_BMCP,num_bene_id_PDMC,num_bene_id_LTCM,num_bene_id_AICE,num_bene_id_PCCM
AL,799861,29424,0,0,0,0,0,572522
AK,101630,0,0,0,0,0,0,0
AZ,1277651,1379201,0,1389462,0,54424,0,0
AR,647234,0,0,0,0,0,35,450055
CA,6123782,4413595,6900225,0,0,0,2647,0
CO,487684,65188,0,602123,0,0,1904,28502
CT,504335,423342,0,0,0,0,0,0
DE,168124,158592,0,0,0,0,0,0
FL,2634700,1435527,274678,861881,0,0,343,893799
GA,1414258,1242260,0,2009,0,0,0,150608
HI,226020,259849,0,5358,0,0,17,0
ID,188220,0,173635,0,0,0,0,210700
IL,2442648,203227,0,0,0,0,0,1866794
IN,977259,878147,0,0,0,0,0,81422
IA,432429,4790,0,412418,0,0,68,239208
KS,286258,208378,0,343742,0,0,304,29948
KY,759416,187988,0,0,0,0,0,437354
LA,1079725,0,0,0,0,0,177,824460
ME,313520,0,0,0,0,0,0,213358
MD,819302,782823,0,0,0,0,180,0
MA,1353392,570468,0,464083,0,0,14083,385771
MI,1761469,1503543,380591,1988991,0,0,563,0
MN,682586,602673,0,0,0,0,0,0
MS,618889,0,0,0,0,0,0,0
MO,883124,528221,0,0,0,0,223,0
MT,84052,0,0,0,0,0,33,79107
NE,220104,51339,0,239426,0,0,0,63953
NV,211289,162883,0,0,0,0,0,0
NH,127460,0,0,0,0,0,0,0
NJ,962573,859341,0,0,0,0,127,0
NM,496092,429027,0,409293,0,41692,437,0
NY,4416952,3602689,0,3,0,28527,3684,20709
NC,1500159,0,0,102724,0,0,85,1348174
ND,60833,0,0,0,0,0,46,53121
OH,1945226,1799529,0,0,0,0,0,0
OK,675753,0,0,0,0,0,53,556563
OR,440073,424239,492387,484923,0,0,862,7243
PA,1934731,1390746,0,2034012,0,324,2275,403498
RI,177965,146123,50851,0,0,0,207,0
SC,769211,478796,0,0,0,0,460,127646
SD,110044,0,0,0,0,0,0,103581
TN,1315907,1375945,0,1447104,0,0,386,0
TX,3481120,2259998,0,510274,0,0,1068,1163175
UT,236398,56002,0,289807,0,0,0,91068
VT,149539,0,0,0,0,0,90,123944
VA,822018,629363,0,0,0,0,512,70975
WA,968407,761089,0,1237055,0,0,403,76409
WV,325247,218437,0,0,0,0,0,20592
WI,994741,729736,0,1502,0,27975,0,0
WY,64069,0,0,0,0,0,0,0
